title,issn,quartile,year
Journal of Refractive Surgery,1081-597X;1938-2391,Q1,2025
Journal of Rehabilitation Medicine,1650-1977;1651-2081,Q1,2025
Journal of Renal Nutrition,1051-2276;1532-8503,Q1,2025
Journal of Reproductive and Infant Psychology,0264-6838;1469-672X,Q1,2025
Journal of Reproductive Immunology,0165-0378;1872-7603,Q1,2025
Journal of Rheumatic Diseases,2093-940X;2233-4718,Q1,2025
Journal of Robotic Surgery,1863-2483;1863-2491,Q1,2025
Journal of Rural Health,0890-765X;1748-0361,Q1,2025
Journal of Science and Medicine in Sport,1440-2440;1878-1861,Q1,2025
Journal of Sexual Medicine,1743-6095;1743-6109,Q1,2025
Journal of Shoulder and Elbow Arthroplasty,2471-5492,Q1,2025
Journal of Shoulder and Elbow Surgery,1058-2746;1532-6500,Q1,2025
Journal of Sleep Research,0962-1105;1365-2869,Q1,2025
Journal of Social Work Practice,0265-0533;1465-3885,Q1,2025
Journal of Special Education,0022-4669;1538-4764,Q1,2025
Journal of Spine Surgery,2414-4630;2414-469X,Q1,2025
Journal of Sport and Health Science,2095-2546;2213-2961,Q1,2025
Journal of Sport Management,0888-4773;1543-270X,Q1,2025
Journal of Sports Science and Medicine,1303-2968,Q1,2025
Journal of Sports Sciences,0264-0414;1466-447X,Q1,2025
Journal of Strength and Conditioning Research,1064-8011;1533-4287,Q1,2025
Journal of Stroke,2287-6391;2287-6405,Q1,2025
Journal of Stroke and Cerebrovascular Diseases,1052-3057;1532-8511,Q1,2025
Journal of Substance Use and Addiction Treatment,2949-8759;2949-8767,Q1,2025
Journal of Surgical Education,1878-7452;1931-7204,Q1,2025
Journal of Surgical Oncology,0022-4790;1096-9098,Q1,2025
Journal of Telemedicine and Telecare,1357-633X;1758-1109,Q1,2025
Journal of the Academy of Nutrition and Dietetics,2212-2672,Q1,2025
Journal of the American Academy of Child and Adolescent Psychiatry,0890-8567;1527-5418,Q1,2025
Journal of the American Academy of Dermatology,0190-9622;1097-6787,Q1,2025
Journal of the American Academy of Orthopaedic Surgeons,1067-151X;1940-5480,Q1,2025
Journal of the American Academy of Orthopaedic Surgeons Global Research and Reviews,2474-7661,Q1,2025
Journal of the American Board of Family Medicine,1557-2625;1558-7118,Q1,2025
Journal of the American College of Cardiology,0735-1097;1558-3597,Q1,2025
Journal of the American College of Radiology,1546-1440;1558-349X,Q1,2025
Journal of the American College of Surgeons,1072-7515;1879-1190,Q1,2025
Journal of the American Geriatrics Society,0002-8614;1532-5415,Q1,2025
Journal of the American Heart Association,2047-9980,Q1,2025
Journal of the American Medical Directors Association,1525-8610;1538-9375,Q1,2025
Journal of the American Medical Informatics Association,1067-5027;1527-974X,Q1,2025
Journal of the American Society of Echocardiography,0894-7317;1097-6795,Q1,2025
Journal of the American Society of Nephrology,1046-6673;1533-3450,Q1,2025
Journal of the European Academy of Dermatology and Venereology,0926-9959;1468-3083,Q1,2025
Journal of the International AIDS Society,1758-2652,Q1,2025
Journal of the International Association of Providers of AIDS Care,2325-9574;2325-9582,Q1,2025
Journal of the Medical Library Association,1536-5050;1558-9439,Q1,2025
Journal of the National Cancer Center,2096-8663;2667-0054,Q1,2025
Journal of the National Cancer Institute,0027-8874;1460-2105,Q1,2025
Journal of the National Cancer Institute - Monographs,1052-6773;1745-6614,Q1,2025
Journal of the Neurological Sciences,0022-510X;1878-5883,Q1,2025
Journal of the Pediatric Infectious Diseases Society,2048-7193;2048-7207,Q1,2025
Journal of the Peripheral Nervous System,1085-9489;1529-8027,Q1,2025
Journal of the Royal Society of Medicine,0141-0768;1758-1095,Q1,2025
Journal of the Society for Cardiovascular Angiography and Interventions,2772-9303,Q1,2025
Journal of Thoracic and Cardiovascular Surgery,0022-5223;1097-685X,Q1,2025
Journal of Thoracic Oncology,1556-0864;1556-1380,Q1,2025
Journal of Thrombosis and Haemostasis,1538-7836;1538-7933,Q1,2025
Journal of Tissue Engineering,2041-7314,Q1,2025
Journal of Traditional and Complementary Medicine,2225-4110,Q1,2025
Journal of Translational Internal Medicine,2224-4018;2450-131X,Q1,2025
Journal of Translational Medicine,1479-5876,Q1,2025
Journal of Trauma and Acute Care Surgery,2163-0755;2163-0763,Q1,2025
Journal of Traumatic Stress,0894-9867;1573-6598,Q1,2025
Journal of Travel Medicine,1195-1982;1708-8305,Q1,2025
Journal of Urban Health,1099-3460;1468-2869,Q1,2025
Journal of Urology,0022-5347;1527-3792,Q1,2025
Journal of Vascular and Interventional Radiology,1051-0443;1535-7732,Q1,2025
Journal of Vascular Surgery,0741-5214;1097-6809,Q1,2025
Journal of Vascular Surgery: Venous and Lymphatic Disorders,2213-333X;2213-3348,Q1,2025
Journal of Zhejiang University: Science B,1673-1581;1862-1783,Q1,2025
Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1079-5006;1758-535X,Q1,2025
Journals of Gerontology - Series B Psychological Sciences and Social Sciences,1079-5014;1758-5368,Q1,2025
JSES International,2666-6383,Q1,2025
JTCVS Open,2666-2736,Q1,2025
JTO Clinical and Research Reports,2666-3643,Q1,2025
Justice Quarterly,0741-8825;1745-9109,Q1,2025
Kidney Diseases,2296-9357;2296-9381,Q1,2025
Kidney International,0085-2538;1523-1755,Q1,2025
Kidney International Reports,2468-0249,Q1,2025
Kidney International Supplements,2157-1716;2157-1724,Q1,2025
Kidney Medicine,2590-0595,Q1,2025
Kidney Research and Clinical Practice,2211-9132;2211-9140,Q1,2025
Kidney360,2641-7650,Q1,2025
Knee,0968-0160;1873-5800,Q1,2025
Knee Surgery and Related Research,2234-0726;2234-2451,Q1,2025
"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056;1433-7347,Q1,2025
Korean Journal of Anesthesiology,2005-6419;2005-7563,Q1,2025
Korean Journal of Family Medicine,2005-6443;2092-6715,Q1,2025
Korean Journal of Pain,2005-9159;2093-0569,Q1,2025
Korean Journal of Radiology,1229-6929;2005-8330,Q1,2025
Laboratory Investigation,0023-6837;1530-0307,Q1,2025
Langenbeck's Archives of Surgery,1435-2443;1435-2451,Q1,2025
Laryngoscope,0023-852X;1531-4995,Q1,2025
Laryngoscope Investigative Otolaryngology,2378-8038,Q1,2025
Learning Health Systems,2379-6146,Q1,2025
Leukemia,0887-6924;1476-5551,Q1,2025
LGBT Health,2325-8292;2325-8306,Q1,2025
Life Metabolism,2097-2555;2755-0230,Q1,2025
Life Sciences,0024-3205;1879-0631,Q1,2025
Lifetime Data Analysis,1380-7870;1572-9249,Q1,2025
Lipids in Health and Disease,1476-511X,Q1,2025
Liver Cancer,1664-5553;2235-1795,Q1,2025
Liver International,1478-3223;1478-3231,Q1,2025
Liver Transplantation,1527-6465;1527-6473,Q1,2025
Lung,0341-2040;1432-1750,Q1,2025
Lung Cancer,0169-5002;1872-8332,Q1,2025
Lupus Science and Medicine,2053-8790,Q1,2025
mAbs,1942-0862;1942-0870,Q1,2025
Magnetic Resonance in Medical Sciences,1347-3182;1880-2206,Q1,2025
Magnetic Resonance in Medicine,0740-3194;1522-2594,Q1,2025
Malaria Journal,1475-2875,Q1,2025
Management of Environmental Quality,1477-7835;1758-6119,Q1,2025
Marine Environmental Research,0141-1136;1879-0291,Q1,2025
Maternal and Child Health Journal,1092-7875;1573-6628,Q1,2025
Maternal and Child Nutrition,1740-8695;1740-8709,Q1,2025
Matrix Biology Plus,2590-0285,Q1,2025
Maturitas,0378-5122;1873-4111,Q1,2025
Maxillofacial Plastic and Reconstructive Surgery,2288-8101;2288-8586,Q1,2025
Mayo Clinic Proceedings,0025-6196;1942-5546,Q1,2025
MDM Policy and Practice,2381-4683,Q1,2025
Med,2666-6340;2666-6359,Q1,2025
MedComm,2688-2663,Q1,2025
MedComm - Oncology,2769-6448,Q1,2025
Medical Cannabis and Cannabinoids,2504-3889,Q1,2025
Medical Care,0025-7079;1537-1948,Q1,2025
Medical Care Research and Review,1077-5587;1552-6801,Q1,2025
Medical Clinics of North America,0025-7125;1557-9859,Q1,2025
Medical Education,0308-0110;1365-2923,Q1,2025
Medical Education Online,1087-2981,Q1,2025
Medical Image Analysis,1361-8415;1361-8423,Q1,2025
Medical Journal of Australia,0025-729X;1326-5377,Q1,2025
Medical Oncology,1357-0560;1559-131X,Q1,2025
Medical Physics,0094-2405;2473-4209,Q1,2025
Medical Review,2749-9642,Q1,2025
Medical sciences,2076-3271,Q1,2025
Medical Teacher,0142-159X;1466-187X,Q1,2025
Medicine and Science in Sports and Exercise,0195-9131;1530-0315,Q1,2025
Medicine in Drug Discovery,2590-0986,Q1,2025
Medicine in Microecology,2590-0978,Q1,2025
"Medicine, Health Care and Philosophy",1386-7423;1572-8633,Q1,2025
Memory and Cognition,0090-502X;1532-5946,Q1,2025
Menopause,1072-3714;1530-0374,Q1,2025
Mental Health and Physical Activity,1755-2966;1878-0199,Q1,2025
Mental Health and Prevention,2212-6570,Q1,2025
Meta-Radiology,2950-1628,Q1,2025
Metabolism: Clinical and Experimental,0026-0495;1532-8600,Q1,2025
Microbial Genomics,2057-5858,Q1,2025
Microbiology and Molecular Biology Reviews,1092-2172;1098-5557,Q1,2025
Microbiology Spectrum,2165-0497,Q1,2025
Microbiome,2049-2618,Q1,2025
Microorganisms,2076-2607,Q1,2025
Microsurgery,0738-1085;1098-2752,Q1,2025
Midwifery,0266-6138;1532-3099,Q1,2025
Milbank Quarterly,0887-378X;1468-0009,Q1,2025
Military Medical Research,2054-9369;2095-7467,Q1,2025
Minerva Urology and Nephrology,2724-6051;2724-6442,Q1,2025
MMWR Recommendations and Reports,1057-5987;1545-8601,Q1,2025
MMWR supplements,2380-8942;2380-8950,Q1,2025
MMWR Surveillance Summaries,1545-8636;1546-0738,Q1,2025
Modern Pathology,0893-3952;1530-0285,Q1,2025
Molecular and Cellular Biochemistry,0300-8177;1573-4919,Q1,2025
Molecular and Cellular Pediatrics,2194-7791,Q1,2025
Molecular and Cellular Proteomics,1535-9476;1535-9484,Q1,2025
Molecular Aspects of Medicine,0098-2997;1872-9452,Q1,2025
Molecular Autism,2040-2392,Q1,2025
Molecular Cancer,1476-4598,Q1,2025
Molecular Cancer Research,1541-7786;1557-3125,Q1,2025
Molecular Cancer Therapeutics,1535-7163;1538-8514,Q1,2025
Molecular Diagnosis and Therapy,1177-1062;1179-2000,Q1,2025
Molecular Genetics and Metabolism,1096-7192;1096-7206,Q1,2025
Molecular Human Reproduction,1360-9947;1460-2407,Q1,2025
Molecular Medicine,1076-1551;1528-3658,Q1,2025
Molecular Neurodegeneration,1750-1326,Q1,2025
Molecular Oncology,1574-7891;1878-0261,Q1,2025
Molecular Pain,1744-8069,Q1,2025
Molecular Plant-Microbe Interactions,0894-0282,Q1,2025
Molecular Psychiatry,1359-4184;1476-5578,Q1,2025
Molecular Systems Biology,1744-4292,Q1,2025
Molecular Therapy,1525-0016;1525-0024,Q1,2025
Molecular Therapy Oncology,2950-3299,Q1,2025
Molecules,1420-3049,Q1,2025
Molecules and Cells,0219-1032;1016-8478,Q1,2025
Morbidity and Mortality Weekly Report,0149-2195;1545-861X,Q1,2025
Movement Disorders,0885-3185;1531-8257,Q1,2025
Mucosal Immunology,1933-0219;1935-3456,Q1,2025
Multiple Sclerosis and Related Disorders,2211-0348;2211-0356,Q1,2025
Multiple Sclerosis Journal,1352-4585;1477-0970,Q1,2025
Multivariate Behavioral Research,0027-3171;1532-7906,Q1,2025
Muscle and Nerve,0148-639X;1097-4598,Q1,2025
Mycology,2150-1203;2150-1211,Q1,2025
Mycoses,0933-7407;1439-0507,Q1,2025
Nano Today,1748-0132;1878-044X,Q1,2025
Nano TransMed,2790-6760;2790-7384,Q1,2025
NanoImpact,2452-0748,Q1,2025
Nanotechnology Reviews,2191-9089;2191-9097,Q1,2025
Nanotheranostics,2206-7418,Q1,2025
NAR Cancer,2632-8674,Q1,2025
National Center for Health Statistics Data Brief,1941-4927;1941-4935,Q1,2025
National Health Statistics Reports,2164-8344;2332-8363,Q1,2025
National Toxicology Program Monograph,2330-1279;2378-5144,Q1,2025
Nature Aging,2662-8465,Q1,2025
Nature Biomedical Engineering,2157-846X,Q1,2025
Nature Cancer,2662-1347,Q1,2025
Nature Cardiovascular Research,2731-0590,Q1,2025
Nature Immunology,1529-2908;1529-2916,Q1,2025
Nature Medicine,1078-8956;1546-170X,Q1,2025
Nature Mental Health,2731-6076,Q1,2025
Nature Metabolism,2522-5812,Q1,2025
Nature Microbiology,2058-5276,Q1,2025
Nature Reviews Cancer,1474-175X;1474-1768,Q1,2025
Nature Reviews Cardiology,1759-5002;1759-5010,Q1,2025
Nature Reviews Clinical Oncology,1759-4774;1759-4782,Q1,2025
Nature Reviews Disease Primers,2056-676X,Q1,2025
Nature Reviews Drug Discovery,1474-1776;1474-1784,Q1,2025
Nature Reviews Endocrinology,1759-5029;1759-5037,Q1,2025
Nature Reviews Gastroenterology and Hepatology,1759-5045;1759-5053,Q1,2025
Nature Reviews Genetics,1471-0056;1471-0064,Q1,2025
Nature Reviews Immunology,1474-1733;1474-1741,Q1,2025
Nature Reviews Methods Primers,2662-8449,Q1,2025
Nature Reviews Microbiology,1740-1526;1740-1534,Q1,2025
Nature Reviews Nephrology,1759-5061;1759-507X,Q1,2025
Nature Reviews Neurology,1759-4758;1759-4766,Q1,2025
Nature Reviews Rheumatology,1759-4790;1759-4804,Q1,2025
Nature Reviews Urology,1759-4812;1759-4820,Q1,2025
NEJM Catalyst Innovations in Care Delivery,2642-0007,Q1,2025
NEJM Evidence,2766-5526,Q1,2025
Neonatology,1661-7800;1661-7819,Q1,2025
Nephrology Dialysis Transplantation,0931-0509;1460-2385,Q1,2025
Neural Plasticity,1687-5443;2090-5904,Q1,2025
Neuro-Oncology,1522-8517;1523-5866,Q1,2025
Neuro-Oncology Advances,2632-2498,Q1,2025
Neuro-Oncology Practice,2054-2577;2054-2585,Q1,2025
Neurobiology of Aging,0197-4580;1558-1497,Q1,2025
Neurobiology of Pain,2452-073X,Q1,2025
Neurochemical Research,0364-3190;1573-6903,Q1,2025
Neurocritical Care,1541-6933;1556-0961,Q1,2025
Neuroepidemiology,0251-5350;1423-0208,Q1,2025
Neuroethics,1874-5490;1874-5504,Q1,2025
Neurogastroenterology and Motility,1350-1925;1365-2982,Q1,2025
NeuroImage: Clinical,2213-1582,Q1,2025
Neurologia Medico-Chirurgica,0470-8105;1349-8029,Q1,2025
Neurological Sciences,1590-1874;1590-3478,Q1,2025
Neurology,0028-3878;1526-632X,Q1,2025
Neurology and Therapy,2193-6536;2193-8253,Q1,2025
Neurology: Neuroimmunology and NeuroInflammation,2332-7812,Q1,2025
Neuromodulation,1094-7159;1525-1403,Q1,2025
Neuromuscular Disorders,0960-8966;1873-2364,Q1,2025
Neuropathology and Applied Neurobiology,0305-1846;1365-2990,Q1,2025
Neurophotonics,2329-423X;2329-4248,Q1,2025
Neuroprotection,2770-7296;2770-730X,Q1,2025
Neuropsychological Rehabilitation,0960-2011;1464-0694,Q1,2025
Neuropsychopharmacology,0893-133X;1740-634X,Q1,2025
Neurorehabilitation and Neural Repair,1545-9683;1552-6844,Q1,2025
Neuroscience Bulletin,1673-7067;1995-8218,Q1,2025
Neuroscience of Consciousness,2057-2107,Q1,2025
Neuroscience Research,0168-0102;1872-8111,Q1,2025
Neuroscientist,1073-8584;1089-4098,Q1,2025
Neurospine,2586-6583;2586-6591,Q1,2025
Neurosurgery,0148-396X;1524-4040,Q1,2025
Neurosurgery Clinics of North America,1042-3680;1558-1349,Q1,2025
Neurosurgical Focus,1092-0684,Q1,2025
Neurosurgical Review,0344-5607;1437-2320,Q1,2025
Neurotherapeutics,1878-7479;1933-7213,Q1,2025
New Biotechnology,1871-6784;1876-4347,Q1,2025
New Directions for Child and Adolescent Development,1520-3247;1534-8687,Q1,2025
New England Journal of Medicine,0028-4793;1533-4406,Q1,2025
Nicotine and Tobacco Research,1462-2203;1469-994X,Q1,2025
NMR in Biomedicine,0952-3480;1099-1492,Q1,2025
Non-coding RNA Research,2468-0540,Q1,2025
Nonlinear Analysis: Real World Applications,1468-1218,Q1,2025
North American Spine Society Journal,2666-5484,Q1,2025
npj Aging,2731-6068,Q1,2025
npj Breast Cancer,2374-4677,Q1,2025
npj Digital Medicine,2398-6352,Q1,2025
npj Genomic Medicine,2056-7944,Q1,2025
NPJ Imaging,2948-197X,Q1,2025
npj Mental Health Research,2731-4251,Q1,2025
NPJ Metabolic Health and Disease,2948-2828,Q1,2025
npj Microgravity,2373-8065,Q1,2025
npj Parkinson's Disease,2373-8057,Q1,2025
npj Precision Oncology,2397-768X,Q1,2025
npj Primary Care Respiratory Medicine,2055-1010,Q1,2025
npj Regenerative Medicine,2057-3995,Q1,2025
npj Science of Food,2396-8370,Q1,2025
npj Vaccines,2059-0105,Q1,2025
Nucleus,1949-1034;1949-1042,Q1,2025
Nurse Education in Practice,1471-5953;1873-5223,Q1,2025
Nutrition and Diabetes,2044-4052,Q1,2025
Nutrition and Dietetics,1446-6368;1747-0080,Q1,2025
Nutrition and Metabolism,1743-7075,Q1,2025
Nutrition Bulletin,1467-3010;1471-9827,Q1,2025
Nutrition Journal,1475-2891,Q1,2025
Nutrition Research Reviews,0954-4224;1475-2700,Q1,2025
Nutrition Reviews,0029-6643;1753-4887,Q1,2025
"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753;1590-3729,Q1,2025
Nutritional Neuroscience,1028-415X;1476-8305,Q1,2025
Obesity,1930-7381;1930-739X,Q1,2025
Obesity Facts,1662-4025;1662-4033,Q1,2025
Obesity Pillars,2667-3681,Q1,2025
Obesity Reviews,1467-7881;1467-789X,Q1,2025
Obesity Surgery,0960-8923;1708-0428,Q1,2025
Obstetrics and Gynecology,0029-7844;1873-233X,Q1,2025
Occupational and Environmental Medicine,1351-0711;1470-7926,Q1,2025
Ocular Surface,1542-0124;1937-5913,Q1,2025
OncoImmunology,2162-4011;2162-402X,Q1,2025
Oncologist,1083-7159;1549-490X,Q1,2025
Oncology Research,0965-0407;1555-3906,Q1,2025
One Health,2352-7714,Q1,2025
Open Forum Infectious Diseases,2328-8957,Q1,2025
Open Heart,2053-3624;2398-595X,Q1,2025
OpenNano,2352-9520,Q1,2025
Ophthalmic and Physiological Optics,0275-5408;1475-1313,Q1,2025
Ophthalmic Epidemiology,0928-6586;1744-5086,Q1,2025
Ophthalmic Research,0030-3747;1423-0259,Q1,2025
Ophthalmology,0161-6420;1549-4713,Q1,2025
Ophthalmology and Therapy,2193-6528;2193-8245,Q1,2025
Ophthalmology Glaucoma,2589-4196;2589-4234,Q1,2025
Ophthalmology Retina,2468-6530,Q1,2025
Ophthalmology Science,2666-9145,Q1,2025
Oral Diseases,1354-523X;1601-0825,Q1,2025
Oral Oncology,1368-8375;1879-0593,Q1,2025
Organogenesis,1547-6278;1555-8592,Q1,2025
Orphanet Journal of Rare Diseases,1750-1172,Q1,2025
Orthodontics and Craniofacial Research,1601-6335;1601-6343,Q1,2025
Orthopaedic Journal of Sports Medicine,2325-9671,Q1,2025
Orthopaedic Surgery,1757-7853;1757-7861,Q1,2025
Orthopaedics and Traumatology: Surgery and Research,1877-0568,Q1,2025
Osteoarthritis and Cartilage,1063-4584;1522-9653,Q1,2025
Osteoarthritis and Cartilage Open,2665-9131,Q1,2025
Osteoporosis International,0937-941X;1433-2965,Q1,2025
Otolaryngology - Head and Neck Surgery,0194-5998;1097-6817,Q1,2025
Otology and Neurotology,1531-7129;1537-4505,Q1,2025
Oxford Open Immunology,2633-6960,Q1,2025
Oxidative Medicine and Cellular Longevity,1942-0900;1942-0994,Q1,2025
Paediatric and Perinatal Epidemiology,0269-5022;1365-3016,Q1,2025
Paediatric Respiratory Reviews,1526-0542;1526-0550,Q1,2025
Pain,0304-3959;1872-6623,Q1,2025
Pain and Therapy,2193-651X;2193-8237,Q1,2025
Pain Medicine (United States),1526-2375;1526-4637,Q1,2025
Pain Physician,1533-3159;2150-1149,Q1,2025
Pain Practice,1530-7085;1533-2500,Q1,2025
Pain Reports,2471-2531,Q1,2025
Pain Research and Management,1203-6765;1918-1523,Q1,2025
Palliative Medicine,0269-2163;1477-030X,Q1,2025
Pancreatology,1424-3903;1424-3911,Q1,2025
Parasites and Vectors,1756-3305,Q1,2025
Parkinsonism and Related Disorders,1353-8020;1873-5126,Q1,2025
Particle and Fibre Toxicology,1743-8977,Q1,2025
Pathogens and Global Health,2047-7724;2047-7732,Q1,2025
Pathologica,0031-2983;1591-951X,Q1,2025
Pathology,0031-3025;1465-3931,Q1,2025
Pathology International,1320-5463;1440-1827,Q1,2025
Pathophysiology,0928-4680;1873-149X,Q1,2025
Patient Education and Counseling,0738-3991;1873-5134,Q1,2025
Patient Safety in Surgery,1754-9493,Q1,2025
Pediatric Allergy and Immunology,0905-6157;1399-3038,Q1,2025
Pediatric Blood and Cancer,1545-5009;1545-5017,Q1,2025
Pediatric Clinics of North America,0031-3955;1557-8240,Q1,2025
Pediatric Critical Care Medicine,1529-7535;1947-3893,Q1,2025
Pediatric Diabetes,1399-543X;1399-5448,Q1,2025
Pediatric Drugs,1174-5878;1179-2019,Q1,2025
Pediatric Infectious Disease Journal,0891-3668;1532-0987,Q1,2025
Pediatric Nephrology,0931-041X;1432-198X,Q1,2025
Pediatric Obesity,2047-6302;2047-6310,Q1,2025
Pediatric Pulmonology,1099-0496;8755-6863,Q1,2025
Pediatric Radiology,0301-0449;1432-1998,Q1,2025
Pediatric Research,0031-3998;1530-0447,Q1,2025
Pediatric Rheumatology,1546-0096,Q1,2025
Pediatrics,0031-4005;1098-4275,Q1,2025
Permanente Journal,1552-5767;1552-5775,Q1,2025
Personality and Mental Health,1932-8621;1932-863X,Q1,2025
"Personality Disorders: Theory, Research, and Treatment",1949-2715;1949-2723,Q1,2025
Perspectives on Medical Education,2212-2761;2212-277X,Q1,2025
Perspectives on Sexual and Reproductive Health,1538-6341;1931-2393,Q1,2025
Pharmaceutical Biology,1388-0209;1744-5116,Q1,2025
Pharmaceutical Medicine,1178-2595;1179-1993,Q1,2025
Pharmaceutical Statistics,1539-1604;1539-1612,Q1,2025
PharmacoEconomics,1170-7690;1179-2027,Q1,2025
Pharmacoepidemiology and Drug Safety,1053-8569;1099-1557,Q1,2025
Pharmacological Reports,1734-1140;2299-5684,Q1,2025
Pharmacological Research - Modern Chinese Medicine,2667-1425,Q1,2025
Pharmacology and Therapeutics,0163-7258;1879-016X,Q1,2025
Pharmacotherapy,0277-0008;1875-9114,Q1,2025
Photoacoustics,2213-5979,Q1,2025
Photodermatology Photoimmunology and Photomedicine,0905-4383;1600-0781,Q1,2025
Photosynthesis Research,0166-8595;1573-5079,Q1,2025
Physical Education and Sport Pedagogy,1740-8989;1742-5786,Q1,2025
Physical Therapy in Sport,1466-853X;1873-1600,Q1,2025
Physics and Imaging in Radiation Oncology,2405-6316,Q1,2025
Physiologia Plantarum,0031-9317;1399-3054,Q1,2025
Physiological Reviews,0031-9333;1522-1210,Q1,2025
Physiology International,2498-602X,Q1,2025
Phytochemical Analysis,0958-0344;1099-1565,Q1,2025
Phytomedicine,0944-7113;1618-095X,Q1,2025
Pigment Cell and Melanoma Research,1755-1471;1755-148X,Q1,2025
Placenta,0143-4004;1532-3102,Q1,2025
Plant and Cell Physiology,0032-0781;1471-9053,Q1,2025
Plant Biology,1435-8603;1438-8677,Q1,2025
Plant Cell Reports,0721-7714;1432-203X,Q1,2025
Plant Molecular Biology,0167-4412;1573-5028,Q1,2025
Plant Science,0168-9452;1873-2259,Q1,2025
Plastic and Reconstructive Surgery,0032-1052;1529-4242,Q1,2025
Plastic and Reconstructive Surgery - Global Open,2169-7574,Q1,2025
Platelets,0953-7104;1369-1635,Q1,2025
PLOS Digital Health,2767-3170,Q1,2025
PLOS Genetics,1553-7390;1553-7404,Q1,2025
PLOS Global Public Health,2767-3375,Q1,2025
PLOS Medicine,1549-1277;1549-1676,Q1,2025
PLOS Neglected Tropical Diseases,1935-2727;1935-2735,Q1,2025
PM&amp;R,1934-1482;1934-1563,Q1,2025
Policy and Internet,1944-2866,Q1,2025
"Policy, Politics, and Nursing Practice",1527-1544;1552-7468,Q1,2025
Population Health Metrics,1478-7954,Q1,2025
Poultry Science,0032-5791;1525-3171,Q1,2025
PPAR Research,1687-4757;1687-4765,Q1,2025
Practical Radiation Oncology,1879-8500;1879-8519,Q1,2025
Precision Clinical Medicine,2096-5303;2516-1571,Q1,2025
Pregnancy Hypertension,2210-7789;2210-7797,Q1,2025
Prehospital and Disaster Medicine,1049-023X;1945-1938,Q1,2025
Prehospital Emergency Care,1090-3127;1545-0066,Q1,2025
Prenatal Diagnosis,0197-3851;1097-0223,Q1,2025
Presse Medicale,0755-4982;2213-0276,Q1,2025
Preventing Chronic Disease,1545-1151;2166-5435,Q1,2025
Prevention Science,1389-4986;1573-6695,Q1,2025
Preventive Medicine,0091-7435;1096-0260,Q1,2025
Preventive Medicine Reports,2211-3355,Q1,2025
Primary Care - Clinics in Office Practice,0095-4543;1558-299X,Q1,2025
Primary Care Diabetes,1751-9918;1878-0210,Q1,2025
Proceedings of the Nutrition Society,0029-6651;1475-2719,Q1,2025
Proceedings of the Royal Society B: Biological Sciences,0962-8452;1471-2954,Q1,2025
Progress in Cardiovascular Diseases,0033-0620;1873-1740,Q1,2025
Progress in Retinal and Eye Research,1350-9462;1873-1635,Q1,2025
Prostate,0270-4137;1097-0045,Q1,2025
Prostate Cancer and Prostatic Diseases,1365-7852;1476-5608,Q1,2025
Prostate International,2287-8882;2287-903X,Q1,2025
Protein and Cell,1674-800X;1674-8018,Q1,2025
"Protein Engineering, Design and Selection",1741-0126;1741-0134,Q1,2025
Protein Science,0961-8368;1469-896X,Q1,2025
Psychiatric Clinics of North America,0193-953X;1558-3147,Q1,2025
Psychiatric Quarterly,0033-2720;1573-6709,Q1,2025
Psychiatric Services,1075-2730;1557-9700,Q1,2025
Psychiatry and Clinical Neurosciences,1323-1316;1440-1819,Q1,2025
Psychiatry Research,0165-1781;1872-7123,Q1,2025
Psycho-Oncology,1057-9249;1099-1611,Q1,2025
Psychological Assessment,1040-3590;1939-134X,Q1,2025
Psychological Medicine,0033-2917;1469-8978,Q1,2025
Psychological Research,0340-0727;1430-2772,Q1,2025
Psychology and Aging,0882-7974;1939-1498,Q1,2025
Psychology and Health,0887-0446;1476-8321,Q1,2025
"Psychology and Psychotherapy: Theory, Research and Practice",1476-0835;2044-8341,Q1,2025
Psychology of Addictive Behaviors,0893-164X;1939-1501,Q1,2025
Psychology Research and Behavior Management,1179-1578,Q1,2025
Psychoneuroendocrinology,0306-4530;1873-3360,Q1,2025
Psychophysiology,0048-5772;1469-8986,Q1,2025
Psychoradiology,2634-4416,Q1,2025
Psychotherapy,0033-3204;1939-1536,Q1,2025
Psychotherapy and Psychosomatics,0033-3190;1423-0348,Q1,2025
Public Health,0033-3506;1476-5616,Q1,2025
Public Health Nutrition,1368-9800;1475-2727,Q1,2025
Public Health Research and Practice,2204-2091,Q1,2025
Public Health Reviews,0301-0422;2107-6952,Q1,2025
Pulmonology,2531-0429;2531-0437,Q1,2025
Qualitative Health Research,1049-7323;1552-7557,Q1,2025
Quality of Life Research,0962-9343;1573-2649,Q1,2025
Radiation Oncology,1748-717X,Q1,2025
Radiographics,0271-5333;1527-1323,Q1,2025
Radiologia Medica,0033-8362;1826-6983,Q1,2025
Radiology,0033-8419;1527-1315,Q1,2025
Radiology: Artificial Intelligence,2638-6100,Q1,2025
Radiology: Cardiothoracic Imaging,2638-6135,Q1,2025
Radiology: Imaging Cancer,2638-616X,Q1,2025
Radiotherapy and Oncology,0167-8140;1879-0887,Q1,2025
Redox Report,1351-0002;1743-2928,Q1,2025
Regional Anesthesia and Pain Medicine,1098-7339;1532-8651,Q1,2025
Regulatory Toxicology and Pharmacology,0273-2300;1096-0295,Q1,2025
